ID,AtSC_At,LjSC_At,Mock_At,cl
OG0000000,-0.9016997260824335,1.0755123342904094,-0.17381260820797573,5
OG0000001,0.9277542640415304,-1.059237543170658,0.13148327912912236,10
OG0000003,0.7348953119377196,-1.1387755112735762,0.4038801993358505,7
OG0000008,-0.0965872815509517,-0.9482018046641636,1.0447890862151177,2
OG0000009,-1.025789285874333,0.053746240196755314,0.972043045677576,4
OG0000010,0.2775838927307498,-1.1094671685032094,0.8318832757724578,7
OG0000011,0.05467192963302975,-1.0262144534639834,0.9715425238309536,2
OG0000012,0.3088313681076584,0.8091544428983153,-1.1179858110059666,8
OG0000013,1.1527723560733718,-0.6341522693427647,-0.5186200867306133,1
OG0000014,0.9239402084533169,-1.0617624586314318,0.1378222501781849,10
OG0000015,0.2811222587345242,-1.1104723143388533,0.8293500556043331,7
OG0000019,-0.15157644079571783,-0.9155585589618043,1.0671349997575221,2
OG0000021,0.8356006237910067,-1.1079660152885804,0.272365391497572,10
OG0000022,0.15247884227519687,0.9150035621888017,-1.067482404463989,8
OG0000024,0.27210612957974467,-1.1078908551046143,0.835784725524879,7
OG0000025,-0.4011145780877579,-0.7371688551123506,1.1382834332001086,2
OG0000026,0.01756609057174817,-1.0086673257636365,0.9911012351918745,2
OG0000027,0.19805640247239337,-1.0842085126918044,0.8861521102194131,7
OG0000028,1.0340663364782738,-0.07202742802694466,-0.9620389084513291,1
OG0000031,0.597927219140701,0.5565258880028231,-1.1544531071435242,3
OG0000032,-0.7994547100139645,-0.3218363116069692,1.1212910216209304,6
OG0000033,-1.0419975571876525,0.09009180706607535,0.9519057501215833,4
OG0000034,0.41529996925858514,-1.1407332883328616,0.7254333190742721,7
OG0000037,-0.9248025845458067,-0.1363934427682611,1.0611960273140948,6
OG0000039,0.9868493502544916,-1.0126512826183451,0.02580193236384868,10
OG0000040,0.33153479264263686,-1.1236627512273505,0.7921279585847136,7
OG0000041,1.027366870318491,-0.9701787640827644,-0.05718810623572662,10
OG0000043,-0.5778178232204139,-0.5768825889120706,1.1547004121324844,6
OG0000044,-0.7711297729844514,-0.3587597435669324,1.1298895165513916,6
OG0000045,-0.09392368488415967,-0.9497245455774107,1.0436482304615677,2
OG0000046,0.5237715875063359,-1.1530914339343967,0.6293198464280385,7
OG0000047,-0.5955763769520233,1.1545066862409024,-0.5589303092888707,9
