ID,AtSC_At,LjSC_At,Mock_At,AtSCMloti_Lj,LjSC_Lj,Mock_Lj,cl
RBH5279,-0.15666412920808018,1.0690854461095516,-0.9124213169014714,-0.9770808278041279,-0.04436182099006286,1.0214426487943635,4
RBH2841,0.8631830276801576,0.2326270462315847,-1.0958100739117542,-0.4935549931986019,-0.6572704012006725,1.1508253943992697,7
RBH9606,0.7312857189756986,0.4082537084827297,-1.1395394274584332,-0.9231772342395608,-0.13908421032985216,1.0622614445694225,4
RBH6741,-1.1502291499703026,0.6630331561779023,0.48719599379240036,-0.5704307121129664,-0.584242292140762,1.1546730042537594,2
RBH3679,-0.12953859687984703,-0.9289181845943222,1.0584567814740427,0.7655546113161659,-1.131405786828425,0.36585117551226537,3
RBH689,-0.6620387400522602,-0.4882965214360735,1.1503352614883395,-1.0329687319602305,0.9633978912781931,0.06957084068202857,6
RBH1762,0.7544972088113261,-1.1342495762821394,0.3797523674708369,0.5265278003545024,-1.1532506172637416,0.6267228169092366,3
RBH5971,-0.08515942912926995,-0.954697029234594,1.0398564583638539,0.9548291082851719,-1.0397543361947783,0.08492522790961178,3
RBH405,-1.0259287078219363,0.9718790680465114,0.05404963977545682,0.553503569557934,0.6008730489996637,-1.1543766185575977,8
RBH8966,1.0301696216334357,-0.966818042932443,-0.06335157870096642,-0.7583123265340654,-0.3749803042041281,1.1332926307381834,10
RBH6144,-0.40233347604174763,1.1385011663558835,-0.736167690314141,0.4349071575601743,-1.1438130247983147,0.7089058672381404,7
RBH6143,-0.5489115828933175,-0.6053294412233174,1.154241024116635,0.28696929783453595,0.8251414226786111,-1.112110720513147,8
RBH8085,-0.9540306426737154,-0.08633993924893205,1.0403705819226474,-1.0770112429765246,0.8991094024953691,0.17790184048115296,6
RBH12332,-0.5366735669702359,1.1537666857848894,-0.6170931188146533,-1.0730023488663498,0.16704282834325582,0.9059595205230649,4
RBH10484,0.11402069407406679,0.9381024410389428,-1.052123135112827,1.0974112375589589,-0.23763258594073833,-0.8597786516182125,1
RBH11352,-0.6908093229534855,-0.4558985642065042,1.1467078871600191,-1.1531979015512106,0.6275984595322391,0.5255994420189622,6
RBH9878,-0.9059995690313135,1.072978482283816,-0.16697891325252015,0.31743936918345667,0.8027501200143792,-1.120189489197836,9
RBH9118,-1.1126766600377174,0.28901270899557824,0.8236639510421391,1.1545732808617157,-0.5921326614524124,-0.5624406194092819,2
RBH7125,0.9708559432680987,-1.0267957330178952,0.05593978974981838,0.22028156597781393,0.8714940899489749,-1.0917756559267888,5
RBH5053,0.7384580527428026,-1.1380006298106016,0.39954257706780394,-0.6599756055916728,-0.49057550982418163,1.1505511154158468,10
RBH3901,-0.2461792783733359,1.1000987600113856,-0.8539194816380498,0.5422717163384753,-1.1540039339566142,0.6117322176181199,7
RBH3916,0.14707695021636857,0.918316493138817,-1.0653934433552126,-0.840529321025904,-0.26539768012696435,1.1059270011528601,4
RBH3071,-0.7871997282674461,-0.33799937100921823,1.1251990992766714,-0.20074239375346664,1.0851436926911706,-0.884401298937704,8
RBH423,-0.8029576733931998,1.1201193803999412,-0.3171617070067444,-0.47480507786547294,1.1489507293894312,-0.674145651523954,9
RBH9566,-0.4440026228961189,-0.7011163696446737,1.1451189925407927,-0.5985888225906881,-0.5558480131592575,1.1544368357499684,10
RBH9714,-0.05953953619422299,1.0284395246845093,-0.9688999884902864,-1.0596036618511246,0.9272059826952233,0.1323976791559162,4
RBH10566,-0.8058639796259933,-0.31326451587241094,1.1191284954984306,-0.9872287130679287,-0.02507109831384708,1.0122998113817758,6
RBH7895,-1.0302042896165655,0.06342821237279118,0.9667760772437531,-0.4798197033110917,-0.6696668571688745,1.149486560479947,2
RBH8987,-0.9260939919240648,-0.13424894290883269,1.0603429348328828,-0.04646351413132514,-0.9759583431609709,1.022421857292312,2
RBH10696,-0.29125847379913106,1.1132946625918072,-0.8220361887926803,-1.031615007163286,0.9650600581059552,0.06655494905733074,4
RBH3805,0.1186128965412547,0.9354036781383462,-1.054016574679614,-1.1176953077872351,0.30771442388853737,0.809980883898715,4
RBH11919,0.09420940581070472,0.9495614603070824,-1.0437708661177871,1.1310402530065735,-0.7669176427718144,-0.36412261023472575,1
RBH6068,-1.1391601650964585,0.4060698727964709,0.7330902922999784,1.0445263451099331,-0.09597273660963199,-0.9485536085003012,8
RBH4810,-0.07120179511227108,-0.9624961559810087,1.0336979510933415,-0.5686792052760448,-0.5859781388305488,1.1546573441065935,10
RBH1387,-0.7407194425305801,-0.3967784870080889,1.137497929538669,0.4810837926144647,-1.1496176843264496,0.6685338917119867,2
RBH9407,-0.49378661370604493,-0.6570597257175519,1.1508463394235968,0.04427312236929136,-1.0214012498316303,0.977128127462339,10
RBH3372,0.9447799892048357,-1.0473187545358404,0.10253876533100471,-0.8216814483192528,1.1134285820934104,-0.2917471337741511,5
RBH7059,0.43067184582562806,0.7125063702113243,-1.1431782160369526,-0.5515413051468008,1.1543215284694575,-0.602780223322646,9
RBH4899,0.31975567769667623,0.80101613549824,-1.1207718131949092,-1.119573373000057,0.31500801738861195,0.8045653556114449,4
RBH7423,-0.5793188081738121,1.1546982985142349,-0.5753794903404227,0.8426773173162017,-1.1050207515642827,0.2623434342480811,7
RBH9711,-0.6782214780543429,-0.47021720441067677,1.1484386824650197,0.5001837829813008,-1.1514032347188894,0.6512194517375791,2
RBH8042,0.18729776095150275,0.8931082636873479,-1.0804060246388505,-0.23534209328834724,1.096681043704972,-0.8613389504166359,9
RBH169,0.9171292988288596,-1.066146238110354,0.14901693928149443,-0.5708895013941454,1.1546765281295697,-0.5837870267354243,5
RBH406,1.0234456449412275,-0.9747770945469314,-0.04866855039424887,-0.6985936864821926,-0.4469287189618813,1.1455224054440452,10
RBH3223,0.19024639942055785,0.8912107856266563,-1.0814571850472081,0.9793285798854837,0.04013439773459666,-1.019462977620062,1
RBH3222,0.7386571078489108,-1.1379567200543494,0.39929961220545823,0.5651858494528792,-1.1546156977568702,0.5894298483039719,3
RBH136,-0.23956082360588535,-0.8584618684349095,1.098022692040795,-1.0894344297359482,0.8761526798976447,0.21328174983829454,6
RBH2802,0.026608454965076536,0.9864302335586405,-1.0130386885236997,-1.1017468707325266,0.2515151640201196,0.8502317067123628,4
RBH7152,-1.1543797146833528,0.5536185666330622,0.6007611480503172,0.7005981465154079,0.44460449185216616,-1.145202638367574,8
RBH5278,-0.1069577756200615,1.0491796589635818,-0.9422218833435523,0.0457640563608507,-1.02209633870599,0.9763322823451097,7
RBH9182,1.1524717848117714,-0.5141344519268434,-0.638337332884937,1.123880912801016,-0.7914372328074408,-0.3324436799935526,1
RBH3387,0.606673092323941,0.5475223253834699,-1.154195417707411,0.5511961121335601,0.603115284264773,-1.1543113963983331,1
RBH5151,-1.1331019236860755,0.7590607613447569,0.37404116234130336,0.5789557329939828,0.5757433158749113,-1.1546990488689084,8
RBH8968,-1.1380515323741542,0.3998246070728074,0.7382269253013698,-0.3960878651046691,1.137371246292128,-0.7412833811874628,8
RBH8879,0.06261940439405035,0.9672187689268602,-1.0298381733209077,1.0135926717726034,-0.9858291341336203,-0.02776353763899758,1
RBH8394,0.7377313828467199,0.4004289888339854,-1.1381603716807478,-0.14122862118132373,-0.9218779349303885,1.0631065561117121,7
RBH1078,-0.42718856734415067,-0.715454932434283,1.1426434997784338,-0.09881038803409262,1.0457371569753866,-0.946926768941288,8
RBH11573,0.8713824861399802,0.22044854549369808,-1.091831031633659,0.6341263836668667,-1.1527741449465216,0.5186477612796548,7
RBH10502,0.31775283330385345,0.8025157263862588,-1.12026855969009,1.0985454897614482,-0.8573285112503702,-0.24121697851105722,1
RBH11799,0.3935759130764222,0.7433309191815072,-1.136906832257963,-0.6450478845213576,-0.506894480494622,1.1519423650159797,4
RBH1834,0.5331190862270109,-1.1535984542811035,0.6204793680540278,-0.9245176455966915,1.0613834694581745,-0.13686582386147042,5
RBH8850,1.128946145521421,-0.35444819236735065,-0.7744979531540703,0.26710535426329507,-1.106430391591642,0.8393250373283557,7
RBH3795,1.0588918223150312,-0.13062128619593644,-0.9282705361191161,0.577537934060785,-1.1547005180438685,0.5771625839830768,7
RBH4986,-0.7508170090870169,1.1351488313323448,-0.38433182224535944,-0.6747422447714275,-0.47413499425212535,1.1488772390235398,4
RBH5949,0.6916639725677822,0.4549181069342213,-1.1465820795020034,0.666891001983728,0.48291366849474204,-1.1498046704784644,1
RBH12192,-0.6121761804591462,1.1539856330133942,-0.5418094525542414,0.8575610941926293,-1.0984384652122414,0.2408773710196029,2
RBH12195,-0.02935332302643716,-0.9850001796812142,1.0143535027076513,-0.6428829751494104,1.152119590209703,-0.5092366150602965,6
RBH6046,0.425340121208153,-1.142355134146712,0.7170150129385588,-0.2858152757245106,-0.8259743059894668,1.1117895817139773,10
RBH7535,0.5130240307390374,0.6393700962462875,-1.1523941269853313,1.1044814232545987,-0.8439436243040879,-0.2605377989505109,1
RBH897,-0.5487512218489619,-0.6054846463831518,1.1542358682321137,1.1200883524829564,-0.803049447735758,-0.3170389047472092,3
