ID,AtSCMloti_Lj,LjSC_Lj,Mock_Lj,cl
OG0000000,1.1472038048719337,-0.6873673302491597,-0.459836474622774,4
OG0000001,0.18801766249792803,-1.0806632889704084,0.8926456264724959,7
OG0000003,-1.142622511557029,0.42705333723561417,0.7155691743214149,3
OG0000008,-1.115781250212292,0.8153282899029349,0.30045296030934804,2
OG0000009,-0.4442747929420069,-0.7008820677155564,1.1451568606575708,5
OG0000010,-0.632814447185162,-0.5200492346736598,1.1528636818588218,5
OG0000011,0.28152557581629994,-1.1105862319540178,0.8290606561377022,7
OG0000012,1.0634885907104692,-0.921287634499283,-0.14220095621118628,4
OG0000013,-0.550017101928891,-0.6042586954909743,1.1542757974198758,5
OG0000014,-0.06789483283175829,-0.9643224462745963,1.0322172791063546,7
OG0000015,-0.9246962465999108,-0.13656976643371901,1.0612660130336204,3
OG0000019,1.1099853442430843,-0.8305818621747284,-0.2794034820683559,4
OG0000021,-0.5044930837593464,-0.6472616828349406,1.1517547665942895,5
OG0000022,1.013291890711183,-0.9861557556454509,-0.02713613506573468,4
OG0000024,1.1450415309657718,-0.7015940751664673,-0.4434474557992989,4
OG0000025,1.0545348108728947,-0.11987662314878818,-0.9346581877241066,1
OG0000026,0.3905654848415184,-1.1363427572646,0.7457772724230711,7
OG0000027,-0.3222444356628026,-0.7991480007858782,1.1213924364486751,5
OG0000028,1.0593361970514632,-0.9276066819935905,-0.13172951505788366,4
OG0000031,1.0109411206233874,-0.022253695979881416,-0.9886874246433827,1
OG0000032,-0.7931595847738939,-0.33017560305981186,1.1233351878337086,5
OG0000033,-0.41913766232118976,-0.7222265943583067,1.1413642566794924,5
OG0000034,0.21051764472147103,-1.0884992512211915,0.8779816064997205,7
OG0000037,0.09282630188427705,-1.0431766425783775,0.9503503406941005,7
OG0000039,1.057749227117896,-0.1277824428567639,-0.9299667842611645,1
OG0000040,-0.9437063538831788,1.0481028955796015,-0.10439654169641686,2
OG0000041,-1.0302645061678715,0.9667031616885577,0.0635613444793136,2
OG0000043,-0.3768645137928154,1.1336728895835464,-0.756808375790726,9
OG0000044,-0.8352619585800545,-0.2728421160668871,1.1081040746469415,5
OG0000045,0.747704943007009,-1.1358911769851672,0.38818623397814744,10
OG0000046,-0.5318599326631002,-0.621675666266944,1.153535598930156,5
OG0000047,0.9270047963086494,-1.0597377381968025,0.1327329418881559,10
OG0000048,-1.1263473113572564,0.7834151155555167,0.34293219580175893,2
OG0000049,-0.06666306534269367,-0.9650005898156223,1.031663655158316,7
OG0000051,-0.44339553719836083,-0.7016387346294298,1.1450342718277868,5
OG0000052,-1.036827489660746,0.07825290205487641,0.9585745876058815,3
OG0000053,-0.7760958698775665,-0.35239544613047946,1.1284913160080072,5
OG0000055,-0.9909291512002427,-0.01790133968465985,1.0088304908848962,3
OG0000056,0.22299732823639265,-1.0926735433826307,0.8696762151462331,7
OG0000059,0.33808140542511883,-1.125218365325179,0.7871369599000602,7
OG0000060,0.5091667538521788,0.6429476323313774,-1.1521143861835554,6
OG0000061,-0.23037263633010588,1.0950824026162245,-0.8647097662861186,9
OG0000062,-0.9243499245968761,-0.1371437447959611,1.0614936693928465,3
OG0000063,1.0566805724029849,-0.12514104769825754,-0.9315395247047129,1
OG0000064,0.6277559015918288,-1.153188320094696,0.5254324185028968,10
OG0000065,-0.2717132877674491,-0.8360635776046199,1.107776865372069,5
OG0000066,-0.3032232099739491,-0.8132934492540199,1.116516659227973,5
OG0000067,-1.1506029989023563,0.6594712932473014,0.4911317056550474,2
OG0000068,-0.4399130904170799,-0.7046284182533106,1.1445415086704072,5
OG0000069,-0.8791555453314015,1.0878941655903163,-0.20873862025891482,8
OG0000070,0.23456171178039747,-1.0964313052722063,0.8618695934918089,7
OG0000071,-1.0125623610423304,0.9869454071391722,0.025616953903131935,2
OG0000072,0.29513141353319733,-1.1143506293628411,0.8192192158296439,7
OG0000073,-1.154033084203305,0.6110125775051526,0.5430205066981518,2
OG0000074,0.12214114116174876,-1.0554604117532282,0.9333192705914796,7
OG0000075,0.2165010025282591,-1.090515988252348,0.8740149857240798,7
OG0000076,0.039149721651800154,0.97985021113845,-1.0189999327902441,9
OG0000077,0.25805070822385817,-1.1037342203837375,0.8456835121598792,7
OG0000078,-0.3284342975911766,-0.7944789365851492,1.1229132341763188,5
OG0000079,1.15464091969699,-0.5874821487320752,-0.567158770964915,4
OG0000080,0.8229882085674246,0.2899457052646451,-1.1129339138320697,6
OG0000081,-0.6079600436573428,-0.5461896312330752,1.15414967489041,5
OG0000082,-0.7733100969396904,-0.3559711162175732,1.1292812131572636,5
OG0000083,0.9763621893657942,0.04570808518742555,-1.0220702745532384,1
OG0000084,1.1425337765786039,-0.7160509586588341,-0.42648281791978204,4
OG0000085,1.1414044871810107,-0.4193852006564974,-0.7220192865245103,1
OG0000087,0.32133254075755724,-1.1211656450208085,0.7998331042632377,7
OG0000088,-0.46257683067420885,1.147540022043775,-0.6849631913695632,8
OG0000089,-1.0089216192294623,0.9908329661867844,0.018088653042685816,2
OG0000090,0.6537380202047764,-1.1511686829787338,0.4974306627739657,10
OG0000091,0.018073659477640478,0.9908406663199788,-1.0089143257976205,9
OG0000092,0.1557064279847814,-1.0687198201575103,0.91301339217271,7
OG0000093,0.19098808998834996,0.8907324310811504,-1.0817205210694976,9
OG0000094,1.0307733899885425,-0.06468761149332557,-0.9660857784952728,1
OG0000095,-0.7390493508283876,-0.39882065240403164,1.137870003232426,5
OG0000096,-1.0778264578779033,0.18014088465385156,0.8976855732239992,3
OG0000097,-0.640830856619544,-0.5114510633240695,1.1522819199436136,5
OG0000098,-1.1331376666386659,0.7589207798483708,0.37421688679029497,2
OG0000099,-0.34522831631152484,-0.7816463184503705,1.1268746347618672,5
OG0000100,-0.9862327502655892,-0.026988154483801888,1.0132209047493692,3
OG0000101,-0.6673620906872899,1.1497514344248303,-0.4823893437375404,8
OG0000102,0.14720480654882176,-1.065443145882161,0.9182383393333392,7
OG0000103,0.9764027511713175,0.04563216647479637,-1.0220349176461139,1
OG0000104,-0.6729359215767098,-0.47616229590209175,1.149098217478799,5
OG0000105,0.6309232689954872,0.5220656017639098,-1.1529888707593559,6
OG0000106,-0.39699982066271317,1.137538438185954,-0.7405386175232422,9
OG0000107,0.42169403927990706,-1.1417769863543348,0.7200829470744392,7
OG0000108,0.6314482508720219,0.5215063266218636,-1.1529545774938554,6
OG0000109,1.0363445946431094,-0.9591852346210255,-0.07715936002208386,4
OG0000110,-0.02871374853999397,1.0140476467009423,-0.9853338981609552,9
OG0000111,-0.9663612592870828,-0.0641852785128035,1.030546537799879,3
OG0000112,0.730877920843178,-1.139624402430138,0.40874648158694155,10
OG0000113,0.5216275673885149,-1.1529620397062585,0.6313344723177438,10
OG0000114,-0.38449544055257745,-0.7506851734896037,1.135180614042172,5
OG0000115,-1.1290765274590018,0.7740368230463718,0.3550397044126219,2
OG0000116,-0.82275781279013,-0.2902635852768655,1.1130213980670007,5
OG0000117,-0.5595787236968529,1.1545200283906194,-0.5949413046937694,8
OG0000123,-1.0701960808644855,0.15958470994087015,0.9106113709236142,3
OG0000124,-0.3991698600751263,1.1379332486835247,-0.7387633886083985,9
OG0000125,1.111999358312151,-0.8254306913558829,-0.28656866695630545,4
OG0000126,-0.8544212188263668,-0.24545073600102232,1.0998719548273892,5
OG0000127,-0.5837025021410511,1.1546771557266775,-0.5709746535856263,8
